URL;Titre;Liste Ingrédients
https://unbottled.co/products/apres-shampoing-solide-cheveux-soyeux;Après-Shampoing Solide - Cheveux Soyeux;Super Ingrédient@Beurre de karité   Butyrospermum Parkii  (Shea) Butter@Propriétés nourrissantes@CHESTNUT#Super Ingrédient@Beurre de cacao   Theobroma Cacao (Cocoa) Seed Butter@Propriétés réparatrices et protectrices@CHOCOLATE BAR#Super Ingrédient@Huile d’amande douce  Prunus Amygdalus Dulcis (Sweet Almond) Oil@Propriétés adoucissantes et assouplissantes@GREEN HEART#Super Ingrédient@Huile d’argan  Argania Spinosa Kernel Oil@Propriétés nourrissantes@CHESTNUT#Super Ingrédient@Huile d’olive    Olea Europaea (Olive) Fruit Oil@Propriétés fortifiantes et protectrice@DECIDUOUS TREE#Super Ingrédient@Huile de grains de tournesol   Helianthus Annuus (Sunflower) Seed Oil@Propriétés adoucissantes et assouplissantes@SUNFLOWER#Parfum Naturel@Parfum  Fragrance@Parfum 100% naturel - lait d’olivier (sans huiles essentielles)@SPARKLES#none@Emulsifiant   Arachidyl / Behenyl Alcohol@Favorise la formation de mélanges entre des liquides non miscibles (eau et huile)@SPLASHING SWEAT SYMBOL#none@Emulsifiant   Arachidyl / Behenyl Betainate Esylate@Favorise la formation de mélanges entre des liquides non miscibles (eau et huile)@SPLASHING SWEAT SYMBOL#none@Emollients  Arachidyl Alcohol et Behenyl Alcohol@Adoucissent et assouplissent la fibre@SOFT ICE CREAM#none@Tensioactif naturel   Arachidyl Glucoside@Contribue à la répartition uniforme du produit lors de son utilisation@DASH SYMBOL#none@Huile estérifiée   Caprylic / Capric Glycerides@Réduit ou inhibe l'odeur de base du produit@NOSE#none@Colorant vert naturel  CI 75810@Donne la couleur verte de notre après-shampoing@EIGHT SPOKED ASTERISK#none@Antioxydant    Tocopherol@@FLEXED BICEPS#none@Agent parfumant naturel   Citronellol@@LEMON
https://unbottled.co/products/soin-lavant-doux-pour-le-minou;Soin Lavant Intime - Doux pour le Minou;Super Ingrédient@Huile de Lin    Linum Usitatissimum (Linseed) Seed Oil@Propriétés adoucissantes@EAR OF RICE#Super Ingrédient@Extrait d’Aloe Vera    Aloe Barbadensis Leaf Extract@Propriétés apaisantes@CUCUMBER#Super Ingrédient@Beurre de Karité   Butyrospermum Parkii (Shea) Butter@Propriétés nourrissantes@CHESTNUT#Super Ingrédient@Huile de Tournesol   Helianthus Annuus (Sunflower) Seed Oil@Adoucit et assouplit la peau@SUNFLOWER#none@Agent Absorbant    Maltodextrin@Absorbe l’eau ou l’huile@EIGHT SPOKED ASTERISK#none@Tensioactifs Biodégradables   Sodium Cocoyl Isethionate & Sodium Cocoyl Apple Amino Acids@Agents moussants et lavants d’origine végétale@DASH SYMBOL#none@Emollient  Palmitic Acid@Adoucit et assouplit@HERB#none@Agents Nettoyants   Stearic Acid & Sodium Stearate@Remplacent le savon@BATHTUB#none@Tensioactifs Biodégradables   Disodium Lauryl Sulfosuccinate & Decyl Glucoside@Agent moussant et lavant d’origine végétale@DASH SYMBOL#none@Émulsifiants  Sodium Palmitate & Hexylene Glycol@Favorisent la formation de mélanges entre des liquides non miscibles@SPLASHING SWEAT SYMBOL#none@Glycérine Végétale     Glycerin@Agent émollient et hydratant naturel@HERB#none@Acides Lactique & Citriques     Lactic Acid & Citric Acid@Régulateurs de pH@GLASS OF MILK#none@Agent de chélation     Tetrasodium Glutamate Diacetate@Stabilisant biodégradable@JIGSAW PUZZLE PIECE
https://unbottled.co/products/gommage-visage-peau-radieuse;Gommage Visage - Peau Radieuse;Super Ingrédient@Grains de cafés Coffea Arabica Seed Powder, Coffea Robusta Seed Powder@Propriétés exfoliantes & tonifiantes@HOT BEVERAGE#Super Ingrédient@Huile de jojoba Simmondsia Chinensis Seed Oil@Propriétés équilibrantes@AMPHORA#Super Ingrédient@Huile d’amande douce Prunus Amygdalus Dulcis Oil@Propriétés adoucissantes@EAR OF RICE#Parfum Naturel@Parfum Fragrance@Parfum 100% naturel (sans huiles essentielles)@SPARKLES#none@Agents Absorbants Maltodextrin, Alumine & Magnesium Oxide@Absorbe l’eau ou l’huile@EIGHT SPOKED ASTERISK#none@Tensioactifs Biodégradables Sodium Cocoyl Isethionate, Disodium Lauryl Sulfosuccinate, Decyl Glucoside@Agents moussants d’origine végétale@DASH SYMBOL#none@EmollientPalmitic Acid@Adoucit et assouplit@HERB#none@Agents Nettoyants Stearic Acid, Sodium Stearate@Remplace le savon@BATH#none@Émulsifiant Sodium Palmitate@Favorise la formation de mélanges entre des liquides non miscibles@SPLASHING SWEAT SYMBOL#none@Amidon de Maïs Zea Mays (Corn) Starch@Agent de protection de la peau@EAR OF MAIZE#none@Glycérine Végétale Glycerin@Agent émollient et hydratant naturel@HERB#none@Acide Citrique Citric Acid@Un des principaux actifs du citron utilisé pour réguler le pH@LEMON#none@ColorantsCI 77491 (Iron Oxides), CI 77492 (Iron Oxides), CI 77499 (Iron Oxides)@Autorisés en cosmétique bio (dans le référentiel Cosmos)@PURPLE HEART
https://unbottled.co/products/gommage-corps-peau-neuve;Gommage Corps - Peau Neuve;Super Ingrédient@Beurre de cacao Theobroma Cacao (Cocoa) Seed Butter@Propriétés nourrissantes@CHOCOLATE BAR#Super Ingrédient@Miel Mel (Honey)@Propriétés adoucissantes@HONEY POT#Super Ingrédient@Huile de noisette Corylus Avellana (Hazelnut) Seed Oil@Propriétés équilibrantes@CHESTNUT#Super Ingrédient@Graines de noisette Corylus Avellana (Hazelnut) Seed Powder@Propriétés exfoliantes@CHESTNUT#Super Ingrédient@Poudre d’amande Prunus Amygdalus Dulcis (Sweet Almond) Shell Powder@Propriétés exfoliantes@PEANUTS#Pafum Naturel@Parfum Fragrance@Parfum 100% naturel (avec huiles essentielles)@SPARKLES#none@Agents Absorbants Maltodextrin, Alumine & Magnesium Oxide@none@EIGHT SPOKED ASTERISK#none@Tensioactifs Biodégradables Sodium Cocoyl Isethionate, Disodium Lauryl Sulfosuccinate, Decyl Glucoside@none@DASH SYMBOL#none@EmollientPalmitic Acid, Myristyl Lactate@none@HERB#none@Agents Nettoyants Stearic Acid, Sodium Stearate@none@BATH#none@Émulsifiant Sodium Palmitate@none@SPLASHING SWEAT SYMBOL#none@Gomme Tara Caesalpinia Spinosa Gum@none@FLEXED BICEPS#none@Glycérine Végétale Glycerin@none@HERB#none@Acide Citrique Citric Acid@none@LEMON#none@ColorantsCI 77491 (Iron Oxides), CI 77492 (Iron Oxides), CI 77499 (Iron Oxides)@none@PURPLE HEART#none@Huiles essentielles Linalool@none@LEAF FLUTTERING IN WIND
https://unbottled.co/products/soin-de-rasage-au-poil;Soin de Rasage au Poil;Super Ingrédient@Extrait d’Aloe VeraAloe Barbadensis Leaf Extract@Propriétés apaisantes@CUCUMBER#Super Ingrédient@Beurre de Karité Butyrospermum Parkii (Shea) Butter@Propriétés nourrissantes@CHESTNUT#Parfum Naturel@ParfumFragrance@Parfum 100% naturel (sans huiles essentielles@SPARKLES#none@Glycérine Végétale Glycerin@Agent émollient et hydratant naturel@HERB#none@Huile de Colza & Tournesol Hydrogenated Vegetable Oil, Helianthus Annuus (Sunflower) Seed Oil@Adoucit et assouplit la peau@SUNFLOWER#none@Agent filmogène Caesalpinia Spinosa Gum, Acacia Senegal Gum@Produit un film sur la peau@CANDY#none@Émulsifiant Polyglyceryl-4 Laurate, Hexylene Glycol@Favorise la formation de mélanges entre des liquides non miscibles (eau et huile)@SPLASHING SWEAT SYMBOL#none@Agent de chélation Tetrasodium Glutamate Diacetate@Stabilisant biodégradable@JIGSAW PUZZLE PIECE
https://unbottled.co/products/demaquillant-efface-tout;Démaquillant Efface-Tout;Super Ingrédient@Huile d’Amande DoucePrunus Amygdalus Dulcis (Sweet Almond) Oil@Propriétés adoucissantes et apaisantes@CUCUMBER#Super Ingrédient@Huile de JojobaSimmondsia Chinensis (Jojoba) Seed Oil@Propriétés équilibrantes et sébo-régulatrices@CHESTNUT#Super Ingrédient@Huile de RoseRosa Damascena Flower Extract@Propriétés régénérantes et réparatrices@SPARKLES#none@ÉmollientCetearyl Alcohol  / Arachidyl Alcohol@Adoucit et protège la peau sans effet gras@DASH SYMBOL#none@Extrait canne à sucreBeta Vulgaris (Beet) Root Extract@Maintient la peau en bon état@HERB#none@Beurre de cacaoTheobroma Cacao (Cocoa) Seed Butter@Propriétés réparatrices et protectrices@SUNFLOWER#none@ÉmulsifiantsBehenyl Alcohol / Arachidyl Glucoside@Favorisent la formation de mélanges entre liquides non miscibles (eau et huile)@CANDY#none@Beurre de karitéButyrospermum Parkii (Shea) Butter@Propriétés nourrissantes@SPLASHING SWEAT SYMBOL#none@Parfum naturelFragrance@100% naturel (sans huiles essentielles)@JIGSAW PUZZLE PIECE#none@Huile de tournesolHelianthus Annuus (Sunflower) Seed Oil@Propriétés adoucissantes et assouplissantes@JIGSAW PUZZLE PIECE#none@Antioxydant Tocopherol@Propriétés antioxydantes@JIGSAW PUZZLE PIECE
https://unbottled.co/products/savon-neutre-bebes-grands;Savon Neutre - Bébés & Grands;Super Ingrédient@Huile de Pépins de Raisin   Vitis Vinifera Seed Oil@Propriétés nourrissantes@GRAPES#Super Ingrédient@Huile d’Amande Douce   Prunus Amygdalus Dulcis (Sweet Almond) Oil@Propriétés adoucissantes@YELLOW HEART#Parfum Naturel@Parfum tendre  Fragrance@Parfum 100% naturel (sans huiles essentielles)@TANGERINE#none@Huile de Colza  Hydrogenated Vegetable Oil@Propriétés adoucissantes@SUNFLOWER#none@Tensioactif Biodégradable  Sodium Cocoyl Isethionate@Agent moussant d’origine végétale@DASH SYMBOL#none@Émulsifiant   Polyglyceryl-4 Laurate@Favorise la formation de mélanges entre des liquides non miscibles (eau et huile)@SPLASHING SWEAT SYMBOL#none@Glycérine Végétale  Glycerin@Agent émollient et hydratant naturel@HERB#none@Tensioactif Biodégradable   Decyl Glucoside@Agent moussant et lavant d'origine végétale@THOUGHT BALLOON#none@Agent de Chélation    Tetrasodium Glutamate Diacetate@Stabilisant biodégradable@JIGSAW PUZZLE PIECE
https://unbottled.co/products/maxi-savon-neutre-bebes-grands;Maxi Savon Neutre - Bébés & Grands;Super Ingrédient@Huile de Pépins de Raisin   Vitis Vinifera Seed Oil@Propriétés nourrissantes@GRAPES#Super Ingrédient@Huile d’Amande Douce   Prunus Amygdalus Dulcis (Sweet Almond) Oil@Propriétés adoucissantes@YELLOW HEART#Parfum Naturel@Parfum tendre  Fragrance@Parfum 100% naturel (sans huiles essentielles)@TANGERINE#none@Huile de Colza  Hydrogenated Vegetable Oil@Propriétés adoucissantes@SUNFLOWER#none@Tensioactif Biodégradable  Sodium Cocoyl Isethionate@Agent moussant d’origine végétale@DASH SYMBOL#none@Émulsifiant   Polyglyceryl-4 Laurate@Favorise la formation de mélanges entre des liquides non miscibles (eau et huile)@SPLASHING SWEAT SYMBOL#none@Glycérine Végétale  Glycerin@Agent émollient et hydratant naturel@HERB#none@Tensioactif Biodégradable   Decyl Glucoside@Agent moussant et lavant d'origine végétale@THOUGHT BALLOON#none@Agent de Chélation    Tetrasodium Glutamate Diacetate@Stabilisant biodégradable@JIGSAW PUZZLE PIECE
https://unbottled.co/products/nettoyant-masque-detox;Nettoyant & Masque Detox;Super Ingrédient@Charbon Charcoal Powder@Propriétés absorbantes et detoxifiantes@CUCUMBER#Super Ingrédient@Zinc PCA Zinc PCA@Propriétés séborégulatrices@CHESTNUT#Super Ingrédient@Huile Essentielle d’Arbre à Thé Melaleuca Alternifolia (Tea Tree) Leaf Oil@Propriétés purifiantes et assainissantes@SPARKLES#Super Ingrédient@Huile de Noisette Corylus Avellana (Hazelnut) Seed Oil@Propriétés équilibrantes et adoucissantes@SPARKLES#none@Agents Absorbants Maltodextrin@Absorbe l’eau ou l’huile@DASH SYMBOL#none@Tensioactifs Biodégradables Sodium Cocoyl Isethionate, Disodium Lauryl Sulfosuccinate, Decyl Glucoside@Agents moussants d’origine végétale@DASH SYMBOL#none@EmollientPalmitic Acid@Adoucit et assouplit@DASH SYMBOL#none@Agents Nettoyants Stearic Acid, Sodium Stearate@Remplace le savon@DASH SYMBOL#none@Émulsifiant Sodium Palmitate@Favorise la formation de mélanges entre des liquides non miscibles@DASH SYMBOL#none@Glycérine Végétale Glycerin@Agent émollient et hydratant naturel@DASH SYMBOL#none@Argile Blanche Kaolin@Agent absorbant@DASH SYMBOL#none@Agents Conditionnants Caesalpinia Spinosa Gum, Acacia Senegal Gum, Xanthan Gum@Produit un film continu sur la peau@DASH SYMBOL#none@Gélifiant Xanthan Gum@Donne la consistance d’un gel@DASH SYMBOL#none@Parfum Fragrance@Parfum 100% naturel@DASH SYMBOL#none@Humectant Saccharide Isomerate@Maintient la teneur en eau@DASH SYMBOL#none@Régulateurs de pH Sodium Citrate, Citric Acid@Un des principaux actifs du citron utilisé pour réguler le pH@DASH SYMBOL
https://unbottled.co/products/shampoing-solide-tout-nu-cheveux-colores;Shampoing Solide Tout Nu - Cheveux Colorés;Super Ingrédient@Esters d’huile d’oliveOlive Oil Decyl Esters@Propriétés réparatrices et protectrices@CUCUMBER#Super Ingrédient@Huile de grenade Punica Granatum Bark Extrac@Propriétés réparatrices@CHESTNUT#Super Ingrédient@Huile de ricin Ricinus Communis (Castor) Seed@Propriétés gainantes de la fibre@SPARKLES#Super Ingrédient@Gomme Tara Caesalpinia Spinosa@Agent filmogène (protège la fibre)@SPARKLES#Super Ingrédient@Argile bleue Kaolin@Apporte brillance et préserve la couleur@SPARKLES#100% naturel@Parfum Fragrance@Parfum grenade@SPARKLES#none@Tensioactif Biodégradable Sodium Cocoyl Isethionate@Agent moussant et lavant d’origine végétale@DASH SYMBOL#none@Huile de colza ou tournesol Hydrogenated Vegetable Oil@Propriétés adoucissantes@DASH SYMBOL#none@ÉmulsifiantPolyglyceryl-4 Laurate@Favorise la formation de mélanges entre des liquides non miscibles (eau et huile)@DASH SYMBOL#none@Glycérine Végétale Glycerin@Agent émollient et hydratant naturel@DASH SYMBOL#none@Humectants Anhydroxylitol, Xylitol, Xylitylglucoside@Retiennent l’eau et gainent la fibre@DASH SYMBOL#none@Sucre Glucose@Agent humectant (rétention d’eau)@DASH SYMBOL#none@Huile de graines de tournesol Helianthus Annuus (Sunflower) Seed Oil@Propriétés émollientes@DASH SYMBOL#none@Phytosqualène 100% végétal Squalene@Agent démêlant naturel@DASH SYMBOL#none@Agent de Chélation Tetrasodium Glutamate Diacetate@Stabilisant biodégradable@DASH SYMBOL#none@Silice Silica@Agent absorbant naturel@DASH SYMBOL#none@Colorants naturels CI 77007 (Ultramarines)@Autorisés en cosmétique bio@DASH SYMBOL
https://unbottled.co/products/shampoing-solide-tout-nu-cuir-chevelu-sensible;Shampoing Solide Tout Nu - Cuir Chevelu Sensible;Super Ingrédient@Huile d’Amande DoucePrunus Amygdalus Dulcis (Sweet Almond) Oil@Propriétés adoucissantes et fortifiantes@CUCUMBER#Super Ingrédient@Aloe Vera Aloe Barbadensis Leaf Extract@Propriétés apaisantes@CHESTNUT#Super Ingrédient@Huile de Cameline Camelina Sativa Seed Oil@Propriétés réparatrices@SPARKLES#100% naturel@Parfum Fragrance@Parfum menthe & santal@SPARKLES#none@Tensioactif Biodégradable Sodium Cocoyl Isethionate@Agent moussant et lavant d’origine végétale@DASH SYMBOL#none@Huile de colza ou tournesol Hydrogenated Vegetable Oil@Propriétés adoucissantes@DASH SYMBOL#none@Amidon de maïs Zea Mays (Corn) Starch@Agent absorbant@DASH SYMBOL#none@ÉmulsifiantPolyglyceryl-4 Laurate@Favorise la formation de mélanges entre des liquides non miscibles (eau et huile)@DASH SYMBOL#none@Glycérine Végétale Glycerin@Agent émollient et hydratant naturel@DASH SYMBOL#none@Émollient Myristyl Lactat@Propriétés adoucissantes & assouplissantes@DASH SYMBOL#none@Humectants Anhydroxylitol, Xylitol, Xylitylglucoside@Retiennent l’eau et gainent la fibre@DASH SYMBOL#none@Sucre Glucose@Agent humectant (rétention d’eau)@DASH SYMBOL#none@Huile de graines de tournesol Helianthus Annuus (Sunflower) Seed Oil@Propriétés émollientes@DASH SYMBOL#none@Agent de Chélation Tetrasodium Glutamate Diacetate@Stabilisant biodégradable@DASH SYMBOL#none@Huiles essentielles Linalool@Agents parfumés naturels@DASH SYMBOL
